dataset,source,generator,implementation,perturbation_type,perturbation_strength,seed,decision_rule,n_common_samples,ari,nmi,vi,prediction_agreement,accuracy_original,accuracy_perturbed,balanced_accuracy_original,balanced_accuracy_perturbed,macro_f1_original,macro_f1_perturbed,decision_accuracy_gain_original_vs_nearest,decision_accuracy_gain_perturbed_vs_nearest,native_decision_gain_original,native_decision_gain_perturbed
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_confidence_bound_control,repository_internal_control,label_flip,0.01,1,radius_aware_distance,500,0.9498065160481645,0.9671690888425432,0.2771846654393606,0.972,0.9,0.912,0.915243251738823,0.9260715841440393,0.9118877345918684,0.9224271188958709,0.06400000000000006,0.07600000000000007,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_confidence_bound_control,repository_internal_control,label_flip,0.01,1,three_center_inverse_distance_vote,500,0.9498065160481645,0.9671690888425432,0.2771846654393606,0.972,0.84,0.844,0.8587337300651859,0.8649348203947449,0.8643106283177407,0.8688486165157528,0.0040000000000000036,0.008000000000000007,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_confidence_bound_control,repository_internal_control,label_flip,0.01,1,native_radius_aware,500,0.9498065160481645,0.9671690888425432,0.2771846654393606,0.972,0.9,0.912,0.915243251738823,0.9260715841440393,0.9118877345918684,0.9224271188958709,0.06400000000000006,0.07600000000000007,0.06400000000000006,0.07600000000000007
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_kmeans_binary,repository_cleanroom,label_flip,0.01,7,nearest_center,500,0.9910684086196613,0.9872890497315727,0.07796334538406935,0.982,0.812,0.818,0.8368479792314554,0.840576690382847,0.8378860987703038,0.8418965928984667,0.0,0.0,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_kmeans_binary,repository_cleanroom,label_flip,0.01,7,radius_aware_distance,500,0.9910684086196613,0.9872890497315727,0.07796334538406935,0.972,0.874,0.894,0.8941292454701776,0.9055502643138768,0.8911118707993708,0.905353462016575,0.061999999999999944,0.07600000000000007,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_kmeans_binary,repository_cleanroom,label_flip,0.01,7,three_center_inverse_distance_vote,500,0.9910684086196613,0.9872890497315727,0.07796334538406935,0.98,0.834,0.838,0.8462673024666635,0.8499695157463415,0.8462652781250615,0.850832502898396,0.02199999999999991,0.020000000000000018,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_kmeans_binary,repository_cleanroom,label_flip,0.01,7,native_radius_aware,500,0.9910684086196613,0.9872890497315727,0.07796334538406935,0.972,0.874,0.894,0.8941292454701776,0.9055502643138768,0.8911118707993708,0.905353462016575,0.061999999999999944,0.07600000000000007,0.061999999999999944,0.07600000000000007
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_class_means_binary,repository_cleanroom,label_flip,0.01,7,nearest_center,500,0.6765969622835659,0.7915668277308826,1.2173255752520271,0.812,0.85,0.82,0.8801793632532705,0.8499694293171134,0.8767674961507204,0.8459264831436458,0.0,0.0,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_class_means_binary,repository_cleanroom,label_flip,0.01,7,radius_aware_distance,500,0.6765969622835659,0.7915668277308826,1.2173255752520271,0.904,0.882,0.888,0.9030460798095471,0.9048261908219074,0.898422725464852,0.9009284310796708,0.03200000000000003,0.06800000000000006,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_class_means_binary,repository_cleanroom,label_flip,0.01,7,three_center_inverse_distance_vote,500,0.6765969622835659,0.7915668277308826,1.2173255752520271,0.814,0.864,0.81,0.8785057949152965,0.8372828113273881,0.8800099873509312,0.8327443411715726,0.014000000000000012,-0.009999999999999898,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_class_means_binary,repository_cleanroom,label_flip,0.01,7,native_radius_aware,500,0.6765969622835659,0.7915668277308826,1.2173255752520271,0.904,0.882,0.888,0.9030460798095471,0.9048261908219074,0.898422725464852,0.9009284310796708,0.03200000000000003,0.06800000000000006,0.03200000000000003,0.06800000000000006
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.01,7,nearest_center,500,1.0,1.0,8.881784197001252e-16,1.0,0.852,0.852,0.8837040016998634,0.8837040016998634,0.880075140347674,0.880075140347674,0.0,0.0,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.01,7,radius_aware_distance,500,1.0,1.0,8.881784197001252e-16,1.0,0.892,0.892,0.9084904550219637,0.9084904550219637,0.9065999240261707,0.9065999240261707,0.040000000000000036,0.040000000000000036,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.01,7,three_center_inverse_distance_vote,500,1.0,1.0,8.881784197001252e-16,1.0,0.838,0.838,0.861698083726142,0.861698083726142,0.8681833142949594,0.8681833142949594,-0.014000000000000012,-0.014000000000000012,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.01,7,native_radius_aware,500,1.0,1.0,8.881784197001252e-16,1.0,0.892,0.892,0.9084904550219637,0.9084904550219637,0.9065999240261707,0.9065999240261707,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.040000000000000036
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_confidence_bound_control,repository_internal_control,label_flip,0.01,7,nearest_center,500,0.8303491324841539,0.9609171376766074,0.3275340918451821,0.982,0.836,0.838,0.8634422740513926,0.8645930965119291,0.863065383921367,0.8564695959743419,0.0,0.0,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_confidence_bound_control,repository_internal_control,label_flip,0.01,7,radius_aware_distance,500,0.8303491324841539,0.9609171376766074,0.3275340918451821,0.984,0.9,0.902,0.915243251738823,0.9171921962650872,0.9118877345918684,0.91328546210971,0.06400000000000006,0.06400000000000006,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_confidence_bound_control,repository_internal_control,label_flip,0.01,7,three_center_inverse_distance_vote,500,0.8303491324841539,0.9609171376766074,0.3275340918451821,0.974,0.84,0.848,0.8587337300651859,0.8654987359078018,0.8643106283177407,0.8627492130142148,0.0040000000000000036,0.010000000000000009,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_confidence_bound_control,repository_internal_control,label_flip,0.01,7,native_radius_aware,500,0.8303491324841539,0.9609171376766074,0.3275340918451821,0.984,0.9,0.902,0.915243251738823,0.9171921962650872,0.9118877345918684,0.91328546210971,0.06400000000000006,0.06400000000000006,0.06400000000000006,0.06400000000000006
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_kmeans_binary,repository_cleanroom,label_flip,0.01,21,nearest_center,500,0.9995968564839904,0.9987402478565562,0.0076381700195380375,0.992,0.812,0.814,0.8368479792314554,0.8413276061337627,0.8378860987703038,0.8396887029305269,0.0,0.0,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_kmeans_binary,repository_cleanroom,label_flip,0.01,21,radius_aware_distance,500,0.9995968564839904,0.9987402478565562,0.0076381700195380375,0.998,0.874,0.876,0.8941292454701776,0.8956019995202512,0.8911118707993708,0.8933187769536453,0.061999999999999944,0.062000000000000055,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_kmeans_binary,repository_cleanroom,label_flip,0.01,21,three_center_inverse_distance_vote,500,0.9995968564839904,0.9987402478565562,0.0076381700195380375,0.998,0.834,0.836,0.8462673024666635,0.8492434929428541,0.8462652781250615,0.848639868927549,0.02199999999999991,0.02200000000000002,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_kmeans_binary,repository_cleanroom,label_flip,0.01,21,native_radius_aware,500,0.9995968564839904,0.9987402478565562,0.0076381700195380375,0.998,0.874,0.876,0.8941292454701776,0.8956019995202512,0.8911118707993708,0.8933187769536453,0.061999999999999944,0.062000000000000055,0.061999999999999944,0.062000000000000055
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_class_means_binary,repository_cleanroom,label_flip,0.01,21,nearest_center,500,0.6690026183636079,0.7791367231529492,1.2895803009336149,0.81,0.85,0.81,0.8801793632532705,0.8327346247721593,0.8767674961507204,0.8337678937036905,0.0,0.0,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_class_means_binary,repository_cleanroom,label_flip,0.01,21,radius_aware_distance,500,0.6690026183636079,0.7791367231529492,1.2895803009336149,0.896,0.882,0.89,0.9030460798095471,0.9044171266031291,0.898422725464852,0.9061765991969243,0.03200000000000003,0.07999999999999996,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_class_means_binary,repository_cleanroom,label_flip,0.01,21,three_center_inverse_distance_vote,500,0.6690026183636079,0.7791367231529492,1.2895803009336149,0.82,0.864,0.8,0.8785057949152965,0.8351453433793348,0.8800099873509312,0.8323783302119768,0.014000000000000012,-0.010000000000000009,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_class_means_binary,repository_cleanroom,label_flip,0.01,21,native_radius_aware,500,0.6690026183636079,0.7791367231529492,1.2895803009336149,0.896,0.882,0.89,0.9030460798095471,0.9044171266031291,0.898422725464852,0.9061765991969243,0.03200000000000003,0.07999999999999996,0.03200000000000003,0.07999999999999996
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.01,21,nearest_center,500,0.9997953397213664,0.9985637778002583,0.008317766166720197,0.99,0.852,0.842,0.8837040016998634,0.868823049318911,0.880075140347674,0.8690029642244775,0.0,0.0,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.01,21,radius_aware_distance,500,0.9997953397213664,0.9985637778002583,0.008317766166720197,0.998,0.892,0.89,0.9084904550219637,0.9055142645457731,0.9065999240261707,0.9043817713505435,0.040000000000000036,0.04800000000000004,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.01,21,three_center_inverse_distance_vote,500,0.9997953397213664,0.9985637778002583,0.008317766166720197,0.996,0.838,0.838,0.861698083726142,0.8626062820570208,0.8681833142949594,0.8677854554132297,-0.014000000000000012,-0.0040000000000000036,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.01,21,native_radius_aware,500,0.9997953397213664,0.9985637778002583,0.008317766166720197,0.998,0.892,0.89,0.9084904550219637,0.9055142645457731,0.9065999240261707,0.9043817713505435,0.040000000000000036,0.04800000000000004,0.040000000000000036,0.04800000000000004
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_confidence_bound_control,repository_internal_control,label_flip,0.01,21,nearest_center,500,0.6956417207127552,0.933906244679562,0.5547641987758922,0.962,0.836,0.824,0.8634422740513926,0.8496554079964854,0.863065383921367,0.850717672119326,0.0,0.0,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_confidence_bound_control,repository_internal_control,label_flip,0.01,21,radius_aware_distance,500,0.6956417207127552,0.933906244679562,0.5547641987758922,0.97,0.9,0.894,0.915243251738823,0.9105454495410209,0.9118877345918684,0.9069221133796189,0.06400000000000006,0.07000000000000006,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_confidence_bound_control,repository_internal_control,label_flip,0.01,21,three_center_inverse_distance_vote,500,0.6956417207127552,0.933906244679562,0.5547641987758922,0.972,0.84,0.846,0.8587337300651859,0.865767179072319,0.8643106283177407,0.8706487970943723,0.0040000000000000036,0.02200000000000002,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_confidence_bound_control,repository_internal_control,label_flip,0.01,21,native_radius_aware,500,0.6956417207127552,0.933906244679562,0.5547641987758922,0.97,0.9,0.894,0.915243251738823,0.9105454495410209,0.9118877345918684,0.9069221133796189,0.06400000000000006,0.07000000000000006,0.06400000000000006,0.07000000000000006
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_kmeans_binary,repository_cleanroom,label_flip,0.01,42,nearest_center,500,0.9996472641003428,0.997999771083731,0.012136851176489216,0.98,0.812,0.812,0.8368479792314554,0.8408681257516019,0.8378860987703038,0.8395710656007483,0.0,0.0,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_kmeans_binary,repository_cleanroom,label_flip,0.01,42,radius_aware_distance,500,0.9996472641003428,0.997999771083731,0.012136851176489216,0.992,0.874,0.878,0.8941292454701776,0.8992208205617527,0.8911118707993708,0.895287036705801,0.061999999999999944,0.06599999999999995,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_kmeans_binary,repository_cleanroom,label_flip,0.01,42,three_center_inverse_distance_vote,500,0.9996472641003428,0.997999771083731,0.012136851176489216,0.968,0.834,0.838,0.8462673024666635,0.8450610529770158,0.8462652781250615,0.8481699302911611,0.02199999999999991,0.025999999999999912,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_kmeans_binary,repository_cleanroom,label_flip,0.01,42,native_radius_aware,500,0.9996472641003428,0.997999771083731,0.012136851176489216,0.992,0.874,0.878,0.8941292454701776,0.8992208205617527,0.8911118707993708,0.895287036705801,0.061999999999999944,0.06599999999999995,0.061999999999999944,0.06599999999999995
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_class_means_binary,repository_cleanroom,label_flip,0.01,42,nearest_center,500,0.8975120164804328,0.9444145105147351,0.33646016308769244,0.902,0.85,0.81,0.8801793632532705,0.8439792854403716,0.8767674961507204,0.8393504301785246,0.0,0.0,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_class_means_binary,repository_cleanroom,label_flip,0.01,42,radius_aware_distance,500,0.8975120164804328,0.9444145105147351,0.33646016308769244,0.958,0.882,0.888,0.9030460798095471,0.9043442109171018,0.898422725464852,0.9031070123150282,0.03200000000000003,0.07799999999999996,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_class_means_binary,repository_cleanroom,label_flip,0.01,42,three_center_inverse_distance_vote,500,0.8975120164804328,0.9444145105147351,0.33646016308769244,0.914,0.864,0.834,0.8785057949152965,0.8577055752436904,0.8800099873509312,0.857865723660163,0.014000000000000012,0.02399999999999991,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_class_means_binary,repository_cleanroom,label_flip,0.01,42,native_radius_aware,500,0.8975120164804328,0.9444145105147351,0.33646016308769244,0.958,0.882,0.888,0.9030460798095471,0.9043442109171018,0.898422725464852,0.9031070123150282,0.03200000000000003,0.07799999999999996,0.03200000000000003,0.07799999999999996
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.01,42,nearest_center,500,0.9710074712406973,0.949979478270414,0.29445896884659817,0.97,0.852,0.84,0.8837040016998634,0.860340134284847,0.880075140347674,0.8596141278909725,0.0,0.0,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.01,42,radius_aware_distance,500,0.9710074712406973,0.949979478270414,0.29445896884659817,0.982,0.892,0.886,0.9084904550219637,0.9007523597838684,0.9065999240261707,0.8989389731624756,0.040000000000000036,0.04600000000000004,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.01,42,three_center_inverse_distance_vote,500,0.9710074712406973,0.949979478270414,0.29445896884659817,0.93,0.838,0.822,0.861698083726142,0.8338809776168874,0.8681833142949594,0.838545445884369,-0.014000000000000012,-0.018000000000000016,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.01,42,native_radius_aware,500,0.9710074712406973,0.949979478270414,0.29445896884659817,0.982,0.892,0.886,0.9084904550219637,0.9007523597838684,0.9065999240261707,0.8989389731624756,0.040000000000000036,0.04600000000000004,0.040000000000000036,0.04600000000000004
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_confidence_bound_control,repository_internal_control,label_flip,0.01,42,nearest_center,500,0.6753978912910439,0.9106825993695101,0.7555394623990406,0.956,0.836,0.832,0.8634422740513926,0.852718693241016,0.863065383921367,0.8552851193194398,0.0,0.0,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_confidence_bound_control,repository_internal_control,label_flip,0.01,42,radius_aware_distance,500,0.6753978912910439,0.9106825993695101,0.7555394623990406,0.956,0.9,0.884,0.915243251738823,0.8996914077645891,0.9118877345918684,0.895729868443431,0.06400000000000006,0.052000000000000046,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_confidence_bound_control,repository_internal_control,label_flip,0.01,42,three_center_inverse_distance_vote,500,0.6753978912910439,0.9106825993695101,0.7555394623990406,0.942,0.84,0.846,0.8587337300651859,0.8466047183248355,0.8643106283177407,0.8582799062261834,0.0040000000000000036,0.014000000000000012,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_confidence_bound_control,repository_internal_control,label_flip,0.01,42,native_radius_aware,500,0.6753978912910439,0.9106825993695101,0.7555394623990406,0.956,0.9,0.884,0.915243251738823,0.8996914077645891,0.9118877345918684,0.895729868443431,0.06400000000000006,0.052000000000000046,0.06400000000000006,0.052000000000000046
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_kmeans_binary,repository_cleanroom,label_flip,0.01,2026,nearest_center,500,0.8690380644229596,0.9403968748506221,0.3838085288753703,0.948,0.812,0.838,0.8368479792314554,0.8673727947914821,0.8378860987703038,0.8622113496299207,0.0,0.0,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_kmeans_binary,repository_cleanroom,label_flip,0.01,2026,radius_aware_distance,500,0.8690380644229596,0.9403968748506221,0.3838085288753703,0.972,0.874,0.868,0.8941292454701776,0.8880064260796073,0.8911118707993708,0.8832052343900845,0.061999999999999944,0.030000000000000027,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_kmeans_binary,repository_cleanroom,label_flip,0.01,2026,three_center_inverse_distance_vote,500,0.8690380644229596,0.9403968748506221,0.3838085288753703,0.936,0.834,0.862,0.8462673024666635,0.8525519401171276,0.8462652781250615,0.8617839353204894,0.02199999999999991,0.02400000000000002,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_kmeans_binary,repository_cleanroom,label_flip,0.01,2026,native_radius_aware,500,0.8690380644229596,0.9403968748506221,0.3838085288753703,0.972,0.874,0.868,0.8941292454701776,0.8880064260796073,0.8911118707993708,0.8832052343900845,0.061999999999999944,0.030000000000000027,0.061999999999999944,0.030000000000000027
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_class_means_binary,repository_cleanroom,label_flip,0.01,2026,nearest_center,500,0.9440117188884164,0.9111655226854197,0.5308215231130466,0.906,0.85,0.828,0.8801793632532705,0.8600684984876216,0.8767674961507204,0.8550455893599066,0.0,0.0,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_class_means_binary,repository_cleanroom,label_flip,0.01,2026,radius_aware_distance,500,0.9440117188884164,0.9111655226854197,0.5308215231130466,0.946,0.882,0.866,0.9030460798095471,0.8881376828244114,0.898422725464852,0.8833180341859225,0.03200000000000003,0.038000000000000034,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_class_means_binary,repository_cleanroom,label_flip,0.01,2026,three_center_inverse_distance_vote,500,0.9440117188884164,0.9111655226854197,0.5308215231130466,0.892,0.864,0.83,0.8785057949152965,0.8529195939581449,0.8800099873509312,0.8528319045095956,0.014000000000000012,0.0020000000000000018,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,tree_class_means_binary,repository_cleanroom,label_flip,0.01,2026,native_radius_aware,500,0.9440117188884164,0.9111655226854197,0.5308215231130466,0.946,0.882,0.866,0.9030460798095471,0.8881376828244114,0.898422725464852,0.8833180341859225,0.03200000000000003,0.038000000000000034,0.03200000000000003,0.038000000000000034
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.01,2026,nearest_center,500,0.9696714916726134,0.9398628668188876,0.3564307967620701,0.942,0.852,0.832,0.8837040016998634,0.8571958987952507,0.880075140347674,0.854444644718396,0.0,0.0,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.01,2026,radius_aware_distance,500,0.9696714916726134,0.9398628668188876,0.3564307967620701,0.976,0.892,0.892,0.9084904550219637,0.9057658600293274,0.9065999240261707,0.9036771286749256,0.040000000000000036,0.06000000000000005,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.01,2026,three_center_inverse_distance_vote,500,0.9696714916726134,0.9398628668188876,0.3564307967620701,0.902,0.838,0.808,0.861698083726142,0.8230982466021975,0.8681833142949594,0.8264936775351063,-0.014000000000000012,-0.02399999999999991,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_multiclass_cleanroom,repository_cleanroom,label_flip,0.01,2026,native_radius_aware,500,0.9696714916726134,0.9398628668188876,0.3564307967620701,0.976,0.892,0.892,0.9084904550219637,0.9057658600293274,0.9065999240261707,0.9036771286749256,0.040000000000000036,0.06000000000000005,0.040000000000000036,0.06000000000000005
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_confidence_bound_control,repository_internal_control,label_flip,0.01,2026,nearest_center,500,0.9102944635468699,0.942410894520471,0.489931076631958,0.952,0.836,0.824,0.8634422740513926,0.8491895358404724,0.863065383921367,0.849686713330563,0.0,0.0,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_confidence_bound_control,repository_internal_control,label_flip,0.01,2026,radius_aware_distance,500,0.9102944635468699,0.942410894520471,0.489931076631958,0.972,0.9,0.902,0.915243251738823,0.9152125693627797,0.9118877345918684,0.9116524354712995,0.06400000000000006,0.07800000000000007,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_confidence_bound_control,repository_internal_control,label_flip,0.01,2026,three_center_inverse_distance_vote,500,0.9102944635468699,0.942410894520471,0.489931076631958,0.97,0.84,0.852,0.8587337300651859,0.8778443287267883,0.8643106283177407,0.8783665730878188,0.0040000000000000036,0.028000000000000025,,
dry_bean,official UCI static Dry_Bean_Dataset.arff,gbc_confidence_bound_control,repository_internal_control,label_flip,0.01,2026,native_radius_aware,500,0.9102944635468699,0.942410894520471,0.489931076631958,0.972,0.9,0.902,0.915243251738823,0.9152125693627797,0.9118877345918684,0.9116524354712995,0.06400000000000006,0.07800000000000007,0.06400000000000006,0.07800000000000007
micromass_pure_species,official UCI pure-reference spectra only; species target with bacterial-strain groups; mixture spectra excluded,tree_kmeans_binary,repository_cleanroom,sample_deletion,0.01,1,nearest_center,424,0.3433581953622902,0.5085497705465635,1.7265475013814686,0.6713286713286714,0.24475524475524477,0.23076923076923078,0.19709249084249084,0.2206547619047619,0.19910822510822512,0.21755031595739563,0.0,0.0,,
micromass_pure_species,official UCI pure-reference spectra only; species target with bacterial-strain groups; mixture spectra excluded,tree_kmeans_binary,repository_cleanroom,sample_deletion,0.01,1,radius_aware_distance,424,0.3433581953622902,0.5085497705465635,1.7265475013814686,0.04195804195804196,0.16783216783216784,0.14685314685314685,0.1441529304029304,0.10899267399267398,0.10836659335283441,0.09966356107660455,-0.07692307692307693,-0.08391608391608393,,
micromass_pure_species,official UCI pure-reference spectra only; species target with bacterial-strain groups; mixture spectra excluded,tree_kmeans_binary,repository_cleanroom,sample_deletion,0.01,1,three_center_inverse_distance_vote,424,0.3433581953622902,0.5085497705465635,1.7265475013814686,0.20279720279720279,0.24475524475524477,0.16783216783216784,0.19709249084249084,0.19535714285714284,0.19910822510822512,0.19284601587405328,0.0,-0.06293706293706294,,
micromass_pure_species,official UCI pure-reference spectra only; species target with bacterial-strain groups; mixture spectra excluded,tree_kmeans_binary,repository_cleanroom,sample_deletion,0.01,1,native_radius_aware,424,0.3433581953622902,0.5085497705465635,1.7265475013814686,0.04195804195804196,0.16783216783216784,0.14685314685314685,0.1441529304029304,0.10899267399267398,0.10836659335283441,0.09966356107660455,-0.07692307692307693,-0.08391608391608393,-0.07692307692307693,-0.08391608391608393
micromass_pure_species,official UCI pure-reference spectra only; species target with bacterial-strain groups; mixture spectra excluded,tree_class_means_binary,repository_cleanroom,sample_deletion,0.01,1,nearest_center,424,0.5555806104999204,0.8828892533414231,1.0211439936654498,0.7972027972027972,0.6573426573426573,0.6433566433566433,0.6288644688644688,0.6517078754578753,0.6343593357938709,0.6463504632622279,0.0,0.0,,
micromass_pure_species,official UCI pure-reference spectra only; species target with bacterial-strain groups; mixture spectra excluded,tree_class_means_binary,repository_cleanroom,sample_deletion,0.01,1,radius_aware_distance,424,0.5555806104999204,0.8828892533414231,1.0211439936654498,0.7062937062937062,0.16783216783216784,0.16083916083916083,0.129739010989011,0.12053571428571427,0.1064881696893892,0.0925531914893617,-0.4895104895104895,-0.4825174825174825,,
micromass_pure_species,official UCI pure-reference spectra only; species target with bacterial-strain groups; mixture spectra excluded,tree_class_means_binary,repository_cleanroom,sample_deletion,0.01,1,three_center_inverse_distance_vote,424,0.5555806104999204,0.8828892533414231,1.0211439936654498,0.7342657342657343,0.6363636363636364,0.6293706293706294,0.6207692307692307,0.6183150183150183,0.6247865902213727,0.6029554209771241,-0.020979020979020935,-0.013986013986013957,,
micromass_pure_species,official UCI pure-reference spectra only; species target with bacterial-strain groups; mixture spectra excluded,tree_class_means_binary,repository_cleanroom,sample_deletion,0.01,1,native_radius_aware,424,0.5555806104999204,0.8828892533414231,1.0211439936654498,0.7062937062937062,0.16783216783216784,0.16083916083916083,0.129739010989011,0.12053571428571427,0.1064881696893892,0.0925531914893617,-0.4895104895104895,-0.4825174825174825,-0.4895104895104895,-0.4825174825174825
micromass_pure_species,official UCI pure-reference spectra only; species target with bacterial-strain groups; mixture spectra excluded,gbc_multiclass_cleanroom,repository_cleanroom,sample_deletion,0.01,1,nearest_center,424,0.37411851148848646,0.9497961793538132,0.5543015245493113,0.9230769230769231,0.6083916083916084,0.6503496503496503,0.6038736263736264,0.6425412087912088,0.5964734862087803,0.6375764498659235,0.0,0.0,,
micromass_pure_species,official UCI pure-reference spectra only; species target with bacterial-strain groups; mixture spectra excluded,gbc_multiclass_cleanroom,repository_cleanroom,sample_deletion,0.01,1,radius_aware_distance,424,0.37411851148848646,0.9497961793538132,0.5543015245493113,0.5664335664335665,0.2867132867132867,0.16783216783216784,0.25961996336996335,0.13913003663003662,0.29440142205464787,0.09589021861619117,-0.3216783216783217,-0.4825174825174825,,
micromass_pure_species,official UCI pure-reference spectra only; species target with bacterial-strain groups; mixture spectra excluded,gbc_multiclass_cleanroom,repository_cleanroom,sample_deletion,0.01,1,three_center_inverse_distance_vote,424,0.37411851148848646,0.9497961793538132,0.5543015245493113,0.8811188811188811,0.6153846153846154,0.6503496503496503,0.6003388278388279,0.6325778388278388,0.5807097794992532,0.6222873596991245,0.006993006993006978,0.0,,
micromass_pure_species,official UCI pure-reference spectra only; species target with bacterial-strain groups; mixture spectra excluded,gbc_multiclass_cleanroom,repository_cleanroom,sample_deletion,0.01,1,native_radius_aware,424,0.37411851148848646,0.9497961793538132,0.5543015245493113,0.5664335664335665,0.2867132867132867,0.16783216783216784,0.25961996336996335,0.13913003663003662,0.29440142205464787,0.09589021861619117,-0.3216783216783217,-0.4825174825174825,-0.3216783216783217,-0.4825174825174825
micromass_pure_species,official UCI pure-reference spectra only; species target with bacterial-strain groups; mixture spectra excluded,gbc_confidence_bound_control,repository_internal_control,sample_deletion,0.01,1,nearest_center,424,0.4314677581067839,0.9581955384497456,0.4669074827222257,0.9230769230769231,0.6153846153846154,0.6433566433566433,0.6110164835164835,0.6362912087912088,0.604165793901088,0.6295819443714181,0.0,0.0,,
